timestamp,location,latitude,longitude,congestion_score,speed_kmh,delay_minutes,is_raining,rainfall_mm,temperature_c,fuel_cost_kes,matatu_fare_kes,hour,day_of_week,is_weekend,month
2025-03-01 00:00:00,CBD,-1.2921,36.8219,0.248,45.1,0.0,False,0.0,23.5,178.07,54.96,0,5,True,3
2025-03-01 00:00:00,Westlands,-1.268,36.811,0.257,44.6,0.0,False,0.0,23.5,178.94,55.15,0,5,True,3
2025-03-01 00:00:00,Thika_Road,-1.21,36.89,0.346,39.2,1.8,False,0.0,23.5,187.19,56.92,0,5,True,3
2025-03-01 00:00:00,Waiyaki_Way,-1.258,36.785,0.228,46.3,0.0,False,0.0,23.5,176.23,54.57,0,5,True,3
2025-03-01 00:00:00,Mombasa_Road,-1.323,36.85,0.252,44.9,0.0,False,0.0,23.5,178.46,55.05,0,5,True,3
2025-03-01 00:00:00,Ngong_Road,-1.3,36.76,0.295,42.3,0.0,False,0.0,23.5,182.43,55.9,0,5,True,3
2025-03-01 00:00:00,Jogoo_Road,-1.29,36.87,0.272,43.7,0.0,False,0.0,23.5,180.33,55.45,0,5,True,3
2025-03-01 00:00:00,Langata_Road,-1.34,36.79,0.187,48.8,0.0,False,0.0,23.5,172.35,53.73,0,5,True,3
2025-03-01 01:00:00,CBD,-1.2921,36.8219,0.27,43.8,0.0,True,1.6,23.6,180.09,55.4,1,5,True,3
2025-03-01 01:00:00,Westlands,-1.268,36.811,0.217,47.0,0.0,True,1.6,23.6,175.19,54.34,1,5,True,3
2025-03-01 01:00:00,Thika_Road,-1.21,36.89,0.229,46.3,0.0,True,1.6,23.6,176.3,54.58,1,5,True,3
2025-03-01 01:00:00,Waiyaki_Way,-1.258,36.785,0.328,40.3,1.1,True,1.6,23.6,185.54,56.57,1,5,True,3
2025-03-01 01:00:00,Mombasa_Road,-1.323,36.85,0.392,36.5,3.7,True,1.6,23.6,191.5,57.85,1,5,True,3
2025-03-01 01:00:00,Ngong_Road,-1.3,36.76,0.177,49.4,0.0,True,1.6,23.6,171.42,53.53,1,5,True,3
2025-03-01 01:00:00,Jogoo_Road,-1.29,36.87,0.252,44.9,0.0,True,1.6,23.6,178.47,55.05,1,5,True,3
2025-03-01 01:00:00,Langata_Road,-1.34,36.79,0.209,47.5,0.0,True,1.6,23.6,174.4,54.17,1,5,True,3
2025-03-01 02:00:00,CBD,-1.2921,36.8219,0.294,42.4,0.0,True,3.7,26.4,182.3,55.87,2,5,True,3
2025-03-01 02:00:00,Westlands,-1.268,36.811,0.272,43.7,0.0,True,3.7,26.4,180.33,55.45,2,5,True,3
2025-03-01 02:00:00,Thika_Road,-1.21,36.89,0.299,42.0,0.0,True,3.7,26.4,182.85,55.99,2,5,True,3
2025-03-01 02:00:00,Waiyaki_Way,-1.258,36.785,0.26,44.4,0.0,True,3.7,26.4,179.16,55.19,2,5,True,3
2025-03-01 02:00:00,Mombasa_Road,-1.323,36.85,0.368,37.9,2.7,True,3.7,26.4,189.23,57.36,2,5,True,3
2025-03-01 02:00:00,Ngong_Road,-1.3,36.76,0.201,48.0,0.0,True,3.7,26.4,173.67,54.01,2,5,True,3
2025-03-01 02:00:00,Jogoo_Road,-1.29,36.87,0.299,42.1,0.0,True,3.7,26.4,182.77,55.97,2,5,True,3
2025-03-01 02:00:00,Langata_Road,-1.34,36.79,0.221,46.7,0.0,True,3.7,26.4,175.56,54.42,2,5,True,3
2025-03-01 03:00:00,CBD,-1.2921,36.8219,0.272,43.7,0.0,True,9.2,21.1,180.26,55.43,3,5,True,3
2025-03-01 03:00:00,Westlands,-1.268,36.811,0.277,43.4,0.0,True,9.2,21.1,180.72,55.53,3,5,True,3
2025-03-01 03:00:00,Thika_Road,-1.21,36.89,0.374,37.6,3.0,True,9.2,21.1,189.79,57.48,3,5,True,3
2025-03-01 03:00:00,Waiyaki_Way,-1.258,36.785,0.303,41.8,0.1,True,9.2,21.1,183.22,56.07,3,5,True,3
2025-03-01 03:00:00,Mombasa_Road,-1.323,36.85,0.38,37.2,3.2,True,9.2,21.1,190.38,57.61,3,5,True,3
2025-03-01 03:00:00,Ngong_Road,-1.3,36.76,0.293,42.4,0.0,True,9.2,21.1,182.23,55.86,3,5,True,3
2025-03-01 03:00:00,Jogoo_Road,-1.29,36.87,0.233,46.0,0.0,True,9.2,21.1,176.65,54.66,3,5,True,3
2025-03-01 03:00:00,Langata_Road,-1.34,36.79,0.32,40.8,0.8,True,9.2,21.1,184.79,56.41,3,5,True,3
2025-03-01 04:00:00,CBD,-1.2921,36.8219,0.315,41.1,0.6,False,0.0,30.3,184.27,56.29,4,5,True,3
2025-03-01 04:00:00,Westlands,-1.268,36.811,0.236,45.8,0.0,False,0.0,30.3,176.94,54.72,4,5,True,3
2025-03-01 04:00:00,Thika_Road,-1.21,36.89,0.314,41.2,0.6,False,0.0,30.3,184.21,56.28,4,5,True,3
2025-03-01 04:00:00,Waiyaki_Way,-1.258,36.785,0.19,48.6,0.0,False,0.0,30.3,172.63,53.79,4,5,True,3
2025-03-01 04:00:00,Mombasa_Road,-1.323,36.85,0.185,48.9,0.0,False,0.0,30.3,172.19,53.7,4,5,True,3
2025-03-01 04:00:00,Ngong_Road,-1.3,36.76,0.255,44.7,0.0,False,0.0,30.3,178.69,55.09,4,5,True,3
2025-03-01 04:00:00,Jogoo_Road,-1.29,36.87,0.207,47.6,0.0,False,0.0,30.3,174.26,54.14,4,5,True,3
2025-03-01 04:00:00,Langata_Road,-1.34,36.79,0.143,51.4,0.0,False,0.0,30.3,168.27,52.85,4,5,True,3
2025-03-01 05:00:00,CBD,-1.2921,36.8219,0.198,48.1,0.0,False,0.0,19.4,173.46,53.97,5,5,True,3
2025-03-01 05:00:00,Westlands,-1.268,36.811,0.232,46.1,0.0,False,0.0,19.4,176.55,54.63,5,5,True,3
2025-03-01 05:00:00,Thika_Road,-1.21,36.89,0.299,42.1,0.0,False,0.0,19.4,182.82,55.98,5,5,True,3
2025-03-01 05:00:00,Waiyaki_Way,-1.258,36.785,0.284,42.9,0.0,False,0.0,19.4,181.45,55.69,5,5,True,3
2025-03-01 05:00:00,Mombasa_Road,-1.323,36.85,0.309,41.5,0.3,False,0.0,19.4,183.71,56.17,5,5,True,3
2025-03-01 05:00:00,Ngong_Road,-1.3,36.76,0.254,44.8,0.0,False,0.0,19.4,178.6,55.07,5,5,True,3
2025-03-01 05:00:00,Jogoo_Road,-1.29,36.87,0.224,46.6,0.0,False,0.0,19.4,175.8,54.47,5,5,True,3
2025-03-01 05:00:00,Langata_Road,-1.34,36.79,0.179,49.3,0.0,False,0.0,19.4,171.63,53.58,5,5,True,3
2025-03-01 06:00:00,CBD,-1.2921,36.8219,0.905,5.7,24.2,False,0.0,17.5,239.16,68.1,6,5,True,3
2025-03-01 06:00:00,Westlands,-1.268,36.811,0.741,15.5,17.6,False,0.0,17.5,223.92,64.82,6,5,True,3
2025-03-01 06:00:00,Thika_Road,-1.21,36.89,0.879,7.2,23.2,False,0.0,17.5,236.79,67.59,6,5,True,3
2025-03-01 06:00:00,Waiyaki_Way,-1.258,36.785,0.859,8.5,22.4,False,0.0,17.5,234.89,67.18,6,5,True,3
2025-03-01 06:00:00,Mombasa_Road,-1.323,36.85,0.835,9.9,21.4,False,0.0,17.5,232.66,66.7,6,5,True,3
2025-03-01 06:00:00,Ngong_Road,-1.3,36.76,0.762,14.3,18.5,False,0.0,17.5,225.84,65.23,6,5,True,3
2025-03-01 06:00:00,Jogoo_Road,-1.29,36.87,0.795,12.3,19.8,False,0.0,17.5,228.92,65.9,6,5,True,3
2025-03-01 06:00:00,Langata_Road,-1.34,36.79,0.648,21.1,13.9,False,0.0,17.5,215.27,62.96,6,5,True,3
2025-03-01 07:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,10.0,21.8,248.0,70.0,7,5,True,3
2025-03-01 07:00:00,Westlands,-1.268,36.811,1.0,5.0,28.0,True,10.0,21.8,248.0,70.0,7,5,True,3
2025-03-01 07:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,10.0,21.8,248.0,70.0,7,5,True,3
2025-03-01 07:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,10.0,21.8,248.0,70.0,7,5,True,3
2025-03-01 07:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,10.0,21.8,248.0,70.0,7,5,True,3
2025-03-01 07:00:00,Ngong_Road,-1.3,36.76,0.959,5.0,26.4,True,10.0,21.8,244.19,69.18,7,5,True,3
2025-03-01 07:00:00,Jogoo_Road,-1.29,36.87,0.999,5.0,28.0,True,10.0,21.8,247.89,69.98,7,5,True,3
2025-03-01 07:00:00,Langata_Road,-1.34,36.79,0.877,7.4,23.1,True,10.0,21.8,236.61,67.55,7,5,True,3
2025-03-01 08:00:00,CBD,-1.2921,36.8219,0.751,15.0,18.0,False,0.0,22.3,224.81,65.01,8,5,True,3
2025-03-01 08:00:00,Westlands,-1.268,36.811,0.739,15.7,17.6,False,0.0,22.3,223.73,64.78,8,5,True,3
2025-03-01 08:00:00,Thika_Road,-1.21,36.89,0.918,5.0,24.7,False,0.0,22.3,240.36,68.36,8,5,True,3
2025-03-01 08:00:00,Waiyaki_Way,-1.258,36.785,0.874,7.6,23.0,False,0.0,22.3,236.27,67.48,8,5,True,3
2025-03-01 08:00:00,Mombasa_Road,-1.323,36.85,0.854,8.8,22.2,False,0.0,22.3,234.43,67.08,8,5,True,3
2025-03-01 08:00:00,Ngong_Road,-1.3,36.76,0.68,19.2,15.2,False,0.0,22.3,218.2,63.59,8,5,True,3
2025-03-01 08:00:00,Jogoo_Road,-1.29,36.87,0.755,14.7,18.2,False,0.0,22.3,225.21,65.1,8,5,True,3
2025-03-01 08:00:00,Langata_Road,-1.34,36.79,0.746,15.3,17.8,False,0.0,22.3,224.36,64.92,8,5,True,3
2025-03-01 09:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,13.0,23.0,248.0,70.0,9,5,True,3
2025-03-01 09:00:00,Westlands,-1.268,36.811,0.993,5.0,27.7,True,13.0,23.0,247.38,69.87,9,5,True,3
2025-03-01 09:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,13.0,23.0,248.0,70.0,9,5,True,3
2025-03-01 09:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,13.0,23.0,248.0,70.0,9,5,True,3
2025-03-01 09:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,13.0,23.0,248.0,70.0,9,5,True,3
2025-03-01 09:00:00,Ngong_Road,-1.3,36.76,0.927,5.0,25.1,True,13.0,23.0,241.19,68.54,9,5,True,3
2025-03-01 09:00:00,Jogoo_Road,-1.29,36.87,1.0,5.0,28.0,True,13.0,23.0,248.0,70.0,9,5,True,3
2025-03-01 09:00:00,Langata_Road,-1.34,36.79,0.904,5.7,24.2,True,13.0,23.0,239.11,68.09,9,5,True,3
2025-03-01 10:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Westlands,-1.268,36.811,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Ngong_Road,-1.3,36.76,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Jogoo_Road,-1.29,36.87,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 10:00:00,Langata_Road,-1.34,36.79,1.0,5.0,28.0,True,15.8,22.0,248.0,70.0,10,5,True,3
2025-03-01 11:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,False,0.0,22.5,248.0,70.0,11,5,True,3
2025-03-01 11:00:00,Westlands,-1.268,36.811,0.896,6.2,23.9,False,0.0,22.5,238.35,67.93,11,5,True,3
2025-03-01 11:00:00,Thika_Road,-1.21,36.89,0.984,5.0,27.4,False,0.0,22.5,246.52,69.68,11,5,True,3
2025-03-01 11:00:00,Waiyaki_Way,-1.258,36.785,0.959,5.0,26.3,False,0.0,22.5,244.16,69.17,11,5,True,3
2025-03-01 11:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,False,0.0,22.5,248.0,70.0,11,5,True,3
2025-03-01 11:00:00,Ngong_Road,-1.3,36.76,0.987,5.0,27.5,False,0.0,22.5,246.81,69.74,11,5,True,3
2025-03-01 11:00:00,Jogoo_Road,-1.29,36.87,0.926,5.0,25.1,False,0.0,22.5,241.15,68.53,11,5,True,3
2025-03-01 11:00:00,Langata_Road,-1.34,36.79,0.855,8.7,22.2,False,0.0,22.5,234.52,67.1,11,5,True,3
2025-03-01 12:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 12:00:00,Westlands,-1.268,36.811,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 12:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 12:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 12:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 12:00:00,Ngong_Road,-1.3,36.76,0.967,5.0,26.7,True,1.3,23.0,244.93,69.34,12,5,True,3
2025-03-01 12:00:00,Jogoo_Road,-1.29,36.87,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 12:00:00,Langata_Road,-1.34,36.79,1.0,5.0,28.0,True,1.3,23.0,248.0,70.0,12,5,True,3
2025-03-01 13:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Westlands,-1.268,36.811,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Ngong_Road,-1.3,36.76,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Jogoo_Road,-1.29,36.87,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 13:00:00,Langata_Road,-1.34,36.79,1.0,5.0,28.0,True,6.1,26.2,248.0,70.0,13,5,True,3
2025-03-01 14:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,False,0.0,19.2,248.0,70.0,14,5,True,3
2025-03-01 14:00:00,Westlands,-1.268,36.811,0.861,8.3,22.4,False,0.0,19.2,235.06,67.22,14,5,True,3
2025-03-01 14:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,False,0.0,19.2,248.0,70.0,14,5,True,3
2025-03-01 14:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,False,0.0,19.2,248.0,70.0,14,5,True,3
2025-03-01 14:00:00,Mombasa_Road,-1.323,36.85,0.994,5.0,27.8,False,0.0,19.2,247.48,69.89,14,5,True,3
2025-03-01 14:00:00,Ngong_Road,-1.3,36.76,0.875,7.5,23.0,False,0.0,19.2,236.41,67.51,14,5,True,3
2025-03-01 14:00:00,Jogoo_Road,-1.29,36.87,1.0,5.0,28.0,False,0.0,19.2,248.0,70.0,14,5,True,3
2025-03-01 14:00:00,Langata_Road,-1.34,36.79,0.76,14.4,18.4,False,0.0,19.2,225.65,65.19,14,5,True,3
2025-03-01 15:00:00,CBD,-1.2921,36.8219,0.863,8.2,22.5,False,0.0,22.6,235.26,67.26,15,5,True,3
2025-03-01 15:00:00,Westlands,-1.268,36.811,0.789,12.7,19.6,False,0.0,22.6,228.39,65.78,15,5,True,3
2025-03-01 15:00:00,Thika_Road,-1.21,36.89,0.838,9.7,21.5,False,0.0,22.6,232.95,66.76,15,5,True,3
2025-03-01 15:00:00,Waiyaki_Way,-1.258,36.785,0.734,16.0,17.4,False,0.0,22.6,223.26,64.68,15,5,True,3
2025-03-01 15:00:00,Mombasa_Road,-1.323,36.85,0.906,5.6,24.2,False,0.0,22.6,239.27,68.12,15,5,True,3
2025-03-01 15:00:00,Ngong_Road,-1.3,36.76,0.735,15.9,17.4,False,0.0,22.6,223.34,64.7,15,5,True,3
2025-03-01 15:00:00,Jogoo_Road,-1.29,36.87,0.793,12.4,19.7,False,0.0,22.6,228.7,65.85,15,5,True,3
2025-03-01 15:00:00,Langata_Road,-1.34,36.79,0.717,17.0,16.7,False,0.0,22.6,221.71,64.35,15,5,True,3
2025-03-01 16:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,8.2,22.7,248.0,70.0,16,5,True,3
2025-03-01 16:00:00,Westlands,-1.268,36.811,0.948,5.0,25.9,True,8.2,22.7,243.19,68.97,16,5,True,3
2025-03-01 16:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,8.2,22.7,248.0,70.0,16,5,True,3
2025-03-01 16:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,8.2,22.7,248.0,70.0,16,5,True,3
2025-03-01 16:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,8.2,22.7,248.0,70.0,16,5,True,3
2025-03-01 16:00:00,Ngong_Road,-1.3,36.76,0.939,5.0,25.5,True,8.2,22.7,242.3,68.77,16,5,True,3
2025-03-01 16:00:00,Jogoo_Road,-1.29,36.87,0.929,5.0,25.2,True,8.2,22.7,241.43,68.59,16,5,True,3
2025-03-01 16:00:00,Langata_Road,-1.34,36.79,0.839,9.6,21.6,True,8.2,22.7,233.06,66.79,16,5,True,3
2025-03-01 17:00:00,CBD,-1.2921,36.8219,0.888,6.7,23.5,False,0.0,18.6,237.63,67.77,17,5,True,3
2025-03-01 17:00:00,Westlands,-1.268,36.811,0.813,11.2,20.5,False,0.0,18.6,230.65,66.27,17,5,True,3
2025-03-01 17:00:00,Thika_Road,-1.21,36.89,0.921,5.0,24.8,False,0.0,18.6,240.67,68.42,17,5,True,3
2025-03-01 17:00:00,Waiyaki_Way,-1.258,36.785,0.847,9.2,21.9,False,0.0,18.6,233.77,66.94,17,5,True,3
2025-03-01 17:00:00,Mombasa_Road,-1.323,36.85,0.837,9.8,21.5,False,0.0,18.6,232.81,66.73,17,5,True,3
2025-03-01 17:00:00,Ngong_Road,-1.3,36.76,0.727,16.4,17.1,False,0.0,18.6,222.64,64.55,17,5,True,3
2025-03-01 17:00:00,Jogoo_Road,-1.29,36.87,0.712,17.3,16.5,False,0.0,18.6,221.17,64.23,17,5,True,3
2025-03-01 17:00:00,Langata_Road,-1.34,36.79,0.661,20.3,14.5,False,0.0,18.6,216.51,63.23,17,5,True,3
2025-03-01 18:00:00,CBD,-1.2921,36.8219,0.838,9.7,21.5,False,0.0,24.6,232.94,66.76,18,5,True,3
2025-03-01 18:00:00,Westlands,-1.268,36.811,0.81,11.4,20.4,False,0.0,24.6,230.37,66.21,18,5,True,3
2025-03-01 18:00:00,Thika_Road,-1.21,36.89,0.927,5.0,25.1,False,0.0,24.6,241.2,68.54,18,5,True,3
2025-03-01 18:00:00,Waiyaki_Way,-1.258,36.785,0.937,5.0,25.5,False,0.0,24.6,242.12,68.73,18,5,True,3
2025-03-01 18:00:00,Mombasa_Road,-1.323,36.85,0.885,6.9,23.4,False,0.0,24.6,237.28,67.69,18,5,True,3
2025-03-01 18:00:00,Ngong_Road,-1.3,36.76,0.65,21.0,14.0,False,0.0,24.6,215.42,62.99,18,5,True,3
2025-03-01 18:00:00,Jogoo_Road,-1.29,36.87,0.778,13.3,19.1,False,0.0,24.6,227.38,65.57,18,5,True,3
2025-03-01 18:00:00,Langata_Road,-1.34,36.79,0.652,20.9,14.1,False,0.0,24.6,215.62,63.04,18,5,True,3
2025-03-01 19:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,True,0.2,24.9,248.0,70.0,19,5,True,3
2025-03-01 19:00:00,Westlands,-1.268,36.811,1.0,5.0,28.0,True,0.2,24.9,248.0,70.0,19,5,True,3
2025-03-01 19:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,True,0.2,24.9,248.0,70.0,19,5,True,3
2025-03-01 19:00:00,Waiyaki_Way,-1.258,36.785,1.0,5.0,28.0,True,0.2,24.9,248.0,70.0,19,5,True,3
2025-03-01 19:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,True,0.2,24.9,248.0,70.0,19,5,True,3
2025-03-01 19:00:00,Ngong_Road,-1.3,36.76,0.951,5.0,26.0,True,0.2,24.9,243.41,69.01,19,5,True,3
2025-03-01 19:00:00,Jogoo_Road,-1.29,36.87,0.991,5.0,27.7,True,0.2,24.9,247.2,69.83,19,5,True,3
2025-03-01 19:00:00,Langata_Road,-1.34,36.79,0.852,8.9,22.1,True,0.2,24.9,234.24,67.04,19,5,True,3
2025-03-01 20:00:00,CBD,-1.2921,36.8219,1.0,5.0,28.0,False,0.0,20.7,248.0,70.0,20,5,True,3
2025-03-01 20:00:00,Westlands,-1.268,36.811,0.873,7.6,22.9,False,0.0,20.7,236.21,67.46,20,5,True,3
